cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCLA+UCR+UCSB+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCLA+UCM+UCR+UCSB,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCB+UCD+UCLA+UCR,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCLA+UCR+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCLA+UCM+UCR,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCLA+UCR+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCLA+UCM+UCR,4,IGETC,success,6,102.0,False,20.0,18.5,18.5,17,10,18.0,
de_anza,quarter,UCLA+UCM+UCR+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCLA+UCSB,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCD+UCLA+UCSB+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCD+UCLA+UCM+UCSB,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCLA+UCSB+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCLA+UCM+UCSB,4,IGETC,success,6,102.5,False,17.5,18.5,18.5,20,10,18.0,
de_anza,quarter,UCLA+UCM+UCSB+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCD+UCLA+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCD+UCLA+UCM,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCD+UCLA+UCM+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCB+UCLA+UCM+UCSC,4,IGETC,success,5,84.5,False,17.5,18.5,18.5,20,10,0,
de_anza,quarter,UCD+UCI+UCR+UCSB,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCR+UCSB,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCI+UCR+UCSB+UCSC,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCI+UCM+UCR+UCSB,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
